Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Year,Month,Quarter,DayOfWeek,Delivery_Days,Profit_Margin,Sales_Per_Quantity,Is_Discounted,High_Value_Transaction
1,1,1,12,19.44,3,0.0,2012,3,1,3,5,48.00000000000001,6.48,0,0
0,0,1,12,12.96,2,0.0,2012,6,2,5,4,47.99999999999999,6.48,0,0
0,0,1,3,3.98,5,0.8,2013,8,3,0,1,-165.0,0.796,1,0
0,1,2,13,1259.97,3,0.0,2014,11,4,4,2,26.0,419.99,0,1
2,0,1,14,795.51,3,0.0,2012,11,4,5,4,18.0,265.17,0,1
0,3,1,12,19.92,4,0.0,2011,7,3,2,2,48.99999999999999,4.98,0,0
2,1,1,12,19.44,3,0.0,2014,12,4,1,5,48.00000000000001,6.48,0,0
1,1,2,0,1119.888,14,0.2,2014,8,3,3,0,18.750000000000004,79.99199999999999,1,1
1,0,2,0,24.672,3,0.2,2011,11,4,4,5,0.0,8.224,1,0
2,0,0,5,318.43,5,0.3,2014,9,3,3,5,-24.285714285714285,63.686,1,1
0,0,0,9,419.68,5,0.6,2013,6,2,2,5,-85.0,83.936,1,1
0,2,1,12,193.8,5,0.0,2012,8,3,3,5,49.0,38.760000000000005,0,0
0,0,1,3,9.64,2,0.0,2011,2,1,5,4,46.0,4.82,0,0
0,1,1,14,22.58,2,0.0,2014,10,4,5,5,26.0,11.29,0,0
0,1,1,2,2.624,1,0.2,2011,12,4,2,7,11.25,2.624,1,0
0,3,1,10,18.75,5,0.0,2011,3,1,5,4,48.0,3.75,0,0
0,3,0,4,102.018,7,0.7,2014,12,4,5,4,-179.99999999999997,14.574,1,0
0,3,1,3,167.76,5,0.2,2012,5,2,1,5,37.5,33.552,1,0
0,0,1,12,10.272,3,0.2,2014,9,3,4,5,31.25,3.424,1,0
2,1,1,3,30.4,1,0.0,2013,10,4,5,4,46.0,30.4,0,0
0,0,1,3,4.6,2,0.8,2011,12,4,1,4,-175.00000000000003,2.3,1,0
0,1,1,3,62.94,3,0.0,2011,8,3,0,3,48.00000000000001,20.98,0,0
0,3,1,1,97.84,2,0.0,2014,9,3,1,3,26.0,48.92,0,0
2,0,2,13,812.736,8,0.2,2013,3,1,5,4,7.5,101.592,1,1
0,1,1,12,10.368,2,0.2,2012,7,3,3,0,35.0,5.184,1,0
2,1,1,12,30.44,4,0.0,2012,6,2,0,4,47.0,7.61,0,0
1,3,1,7,21.34,2,0.0,2012,4,2,2,7,46.0,10.67,0,0
2,1,1,8,5.68,2,0.2,2011,8,3,0,5,33.75,2.84,1,0
2,3,1,14,20.34,1,0.0,2011,12,4,5,5,1.0,20.34,0,0
1,0,0,5,106.869,3,0.3,2014,5,2,3,5,-27.142857142857146,35.623,1,0
0,3,0,5,287.968,4,0.2,2013,7,3,0,2,-1.25,71.992,1,1
2,1,0,9,93.888,4,0.2,2011,10,4,5,6,13.749999999999998,23.472,1,0
1,1,2,13,569.99,1,0.0,2014,11,4,4,4,30.000000000000004,569.99,0,1
1,1,0,9,181.95,3,0.0,2014,12,4,2,4,21.0,60.65,0,0
1,3,1,1,43.26,3,0.0,2012,9,3,4,3,33.0,14.42,0,0
1,0,2,0,58.416,2,0.2,2013,11,4,5,2,28.749999999999996,29.208,1,0
1,2,1,3,87.28,8,0.0,2013,9,3,2,3,47.0,10.91,0,0
0,2,1,2,4.368,3,0.2,2014,7,3,2,3,8.75,1.4560000000000002,1,0
2,2,1,3,9.64,2,0.0,2011,9,3,5,4,49.0,4.82,0,0
1,3,1,3,5083.96,5,0.2,2014,10,4,1,7,37.5,1016.792,1,1
0,1,1,7,4.72,2,0.2,2011,8,3,3,2,35.0,2.36,1,0
0,1,2,0,617.976,3,0.2,2012,9,3,5,3,-1.25,205.992,1,1
0,3,0,5,572.16,3,0.2,2011,12,4,2,6,6.25,190.72,1,1
0,1,1,12,12.96,2,0.0,2014,11,4,3,5,47.99999999999999,6.48,0,0
0,3,0,5,241.568,2,0.2,2013,7,3,4,6,7.5,120.784,1,1
2,1,0,16,1053.164,4,0.3,2012,12,4,2,5,-10.0,263.291,1,1
2,3,1,12,146.82,3,0.0,2013,2,1,2,5,50.0,48.94,0,0
1,3,1,2,14.7,7,0.0,2014,6,2,2,3,27.999999999999996,2.1,0,0
2,2,1,3,11.88,5,0.7,2013,8,3,5,5,-66.66666666666666,2.3760000000000003,1,0
2,0,2,0,21.2,2,0.0,2011,8,3,1,6,43.0,10.6,0,0
2,2,2,13,671.93,7,0.0,2014,4,2,1,2,28.000000000000004,95.99,0,1
1,3,1,12,30.18,3,0.0,2013,6,2,0,4,46.0,10.06,0,0
0,3,1,3,50.784,2,0.2,2013,1,1,2,1,35.0,25.392,1,0
0,0,2,0,26.176,2,0.2,2014,10,4,2,4,-12.5,13.088,1,0
0,3,2,13,445.96,5,0.2,2011,8,3,0,7,12.5,89.192,1,1
1,0,1,1,21.984,6,0.8,2014,10,4,4,2,-254.99999999999997,3.664,1,0
0,0,1,2,23.616,9,0.2,2013,11,4,5,5,11.25,2.624,1,0
1,3,2,11,506.28,3,0.2,2014,9,3,3,5,35.0,168.76,1,1
0,0,1,2,3.9,2,0.0,2011,11,4,3,6,38.99999999999999,1.95,0,0
2,1,1,8,3.168,2,0.2,2012,11,4,3,2,-22.499999999999996,1.584,1,0
1,3,0,9,409.216,8,0.2,2014,9,3,5,6,15.0,51.152,1,1
1,0,1,8,15.12,5,0.2,2014,1,1,3,3,32.5,3.024,1,0
2,2,0,9,30.768,2,0.2,2011,3,1,4,5,26.249999999999996,15.384,1,0
0,1,2,0,99.98,2,0.0,2011,7,3,5,1,8.0,49.99,0,0
0,1,1,3,11.808,2,0.2,2012,7,3,4,2,36.25000000000001,5.904,1,0
0,3,2,13,135.984,2,0.2,2012,12,4,0,2,12.5,67.992,1,0
0,3,2,13,445.96,5,0.2,2013,2,1,4,4,12.5,89.192,1,1
2,0,0,9,8.736,3,0.6,2011,12,4,3,4,-54.99999999999999,2.9120000000000004,1,0
0,1,1,12,110.96,2,0.0,2012,9,3,0,6,48.00000000000001,55.48,0,0
1,0,0,5,368.97,3,0.0,2014,3,1,2,6,10.999999999999998,122.99000000000001,0,1
2,3,0,5,915.136,4,0.2,2012,3,1,1,5,11.25,228.784,1,1
0,0,2,0,19.99,1,0.0,2014,10,4,0,7,34.0,19.99,0,0
2,3,0,5,280.792,1,0.2,2014,6,2,3,1,12.5,280.792,1,1
0,3,1,3,11.088,7,0.7,2011,6,2,1,0,-73.33333333333334,1.5839999999999999,1,0
1,2,1,1,81.568,2,0.2,2014,9,3,0,5,8.75,40.784,1,0
0,2,1,12,47.952,3,0.2,2014,10,4,2,2,33.75,15.984,1,0
1,0,1,7,180.96,2,0.0,2014,5,2,2,4,45.0,90.48,0,0
2,2,1,3,108.08,7,0.0,2014,6,2,3,0,50.0,15.44,0,0
1,1,2,13,197.97,3,0.0,2011,7,3,0,4,28.999999999999996,65.99,0,0
0,3,1,8,4.02,2,0.0,2013,10,4,0,6,49.00000000000001,2.01,0,0
1,0,1,3,1.68,5,0.8,2014,12,4,0,4,-160.0,0.33599999999999997,1,0
2,2,1,8,3.76,2,0.0,2014,3,1,3,7,35.0,1.88,0,0
1,1,1,14,40.29,3,0.0,2014,8,3,3,0,26.0,13.43,0,0
2,3,1,10,5.78,2,0.0,2011,5,2,4,5,47.0,2.89,0,0
1,3,0,5,544.008,3,0.2,2013,7,3,4,6,7.5,181.336,1,1
0,1,1,2,8.22,3,0.0,2012,12,4,2,5,26.999999999999996,2.74,0,0
1,0,1,3,9.264,3,0.8,2011,12,4,2,2,-150.00000000000003,3.0879999999999996,1,0
1,3,2,0,179.97,3,0.0,2013,8,3,3,4,48.0,59.99,0,0
1,3,1,12,91.84,8,0.0,2014,10,4,3,7,49.0,11.48,0,0
1,1,1,14,44.672,8,0.2,2011,3,1,3,5,-22.5,5.584,1,0
2,1,1,1,161.568,2,0.2,2014,10,4,2,4,10.0,80.784,1,0
0,3,1,3,137.24,5,0.2,2011,9,3,5,4,33.75,27.448,1,0
1,2,0,5,314.352,3,0.2,2014,5,2,1,5,-11.250000000000002,104.78399999999999,1,1
1,2,1,2,2.84,1,0.0,2011,10,4,4,5,31.0,2.84,0,0
1,3,0,4,1194.165,5,0.15,2014,7,3,4,2,17.647058823529413,238.833,1,1
1,3,1,10,3.15,1,0.0,2013,7,3,0,5,48.00000000000001,3.15,0,0
2,1,1,10,10.08,2,0.2,2013,7,3,0,6,32.49999999999999,5.04,1,0
1,3,2,13,66.976,7,0.2,2013,12,4,3,2,10.0,9.568,1,0
0,0,2,13,2003.168,4,0.2,2014,1,1,4,7,12.5,500.792,1,1
1,3,1,14,41.96,2,0.0,2013,9,3,2,2,6.999999999999999,20.98,0,0
0,2,2,0,66.3,3,0.0,2013,12,4,5,4,13.0,22.099999999999998,0,0
0,0,1,7,70.08,6,0.0,2014,8,3,0,5,50.0,11.68,0,0
0,1,1,2,7.408,2,0.2,2011,3,1,0,4,16.249999999999996,3.704,1,0
0,1,1,1,48.36,5,0.2,2011,12,4,3,2,12.5,9.672,1,0
1,3,2,0,239.97,3,0.0,2012,10,4,5,4,36.0,79.99,0,1
0,2,2,13,699.98,2,0.0,2013,12,4,4,2,28.000000000000004,349.99,0,1
1,1,1,1,355.32,9,0.0,2013,8,3,0,5,27.999999999999996,39.48,0,1
2,0,0,5,127.302,7,0.3,2011,3,1,2,2,-7.142857142857142,18.186,1,0
1,3,1,1,11.176,1,0.2,2014,9,3,2,6,7.5,11.176,1,0
0,3,2,0,199.96,4,0.0,2012,4,2,4,6,35.0,49.99,0,0
1,2,1,2,17.52,3,0.0,2012,8,3,1,5,47.00000000000001,5.84,0,0
0,1,1,2,13.248,4,0.2,2014,12,4,1,3,27.500000000000004,3.312,1,0
2,1,1,12,6.48,1,0.0,2014,7,3,1,4,48.99999999999999,6.48,0,0
1,1,1,12,37.94,2,0.0,2013,4,2,0,2,48.00000000000001,18.97,0,0
0,1,1,12,40.032,6,0.2,2012,3,1,0,4,31.25,6.672,1,0
1,2,1,14,16.272,1,0.2,2011,3,1,0,4,-23.75,16.272,1,0
0,3,2,13,438.336,4,0.2,2011,11,4,5,6,-20.0,109.584,1,1
0,1,1,3,30.84,4,0.0,2013,6,2,3,3,45.0,7.71,0,0
0,3,0,5,123.136,4,0.2,2011,7,3,1,6,11.25,30.784,1,0
2,0,1,1,167.535,3,0.1,2011,8,3,0,4,22.22222222222222,55.845,1,0
0,3,0,4,120.666,2,0.15,2012,10,4,2,5,15.294117647058822,60.333,1,0
1,2,2,13,52.68,3,0.2,2013,10,4,5,4,37.5,17.56,1,0
1,2,1,12,12.96,2,0.0,2011,4,2,1,4,48.99999999999999,6.48,0,0
0,1,2,13,94.92,4,0.4,2012,11,4,4,4,16.666666666666664,23.73,1,0
0,0,0,9,14.73,3,0.0,2011,1,1,4,6,33.0,4.91,0,0
1,2,0,5,207.984,2,0.2,2013,11,4,3,3,-13.749999999999998,103.992,1,0
0,3,2,0,144.96,4,0.0,2011,9,3,1,0,42.0,36.24,0,0
0,3,1,12,35.44,1,0.0,2013,10,4,0,6,47.0,35.44,0,0
2,2,1,14,15.51,1,0.0,2014,9,3,3,4,25.0,15.51,0,0
0,3,1,2,16.9,5,0.0,2012,12,4,1,5,37.00000000000001,3.38,0,0
0,1,1,14,79.45,7,0.0,2011,10,4,4,3,27.999999999999996,11.35,0,0
0,3,2,13,201.584,2,0.2,2013,6,2,4,2,6.25,100.792,1,0
0,3,1,10,15.75,5,0.0,2012,5,2,3,4,48.0,3.15,0,0
0,3,2,0,13.98,2,0.0,2012,11,4,5,6,44.0,6.99,0,0
0,0,0,9,1.988,1,0.6,2014,4,2,6,1,-72.5,1.988,1,0
0,1,1,3,12.912,3,0.2,2011,11,4,5,0,36.25,4.304,1,0
0,2,1,14,571.44,4,0.0,2014,5,2,0,4,28.999999999999996,142.86,0,1
0,0,1,3,182.994,3,0.8,2014,3,1,2,5,-175.00000000000003,60.998,1,0
0,1,0,16,138.588,1,0.4,2014,7,3,5,3,-25.0,138.588,1,0
2,0,1,3,3.54,2,0.8,2011,1,1,2,4,-155.0,1.77,1,0
1,1,2,13,39.98,2,0.0,2013,2,1,3,5,5.000000000000001,19.99,0,0
2,1,0,9,54.992,14,0.2,2013,1,1,4,4,16.25,3.928,1,0
2,1,1,3,69.888,7,0.7,2013,11,4,0,4,-66.66666666666666,9.984,1,0
0,0,0,5,242.94,3,0.0,2013,9,3,4,2,12.0,80.98,0,1
0,3,0,5,161.568,2,0.2,2014,9,3,0,5,-17.5,80.784,1,0
1,2,1,3,2.946,2,0.7,2013,12,4,1,5,-69.99999999999999,1.473,1,0
0,2,1,10,3.0,1,0.2,2013,9,3,3,4,35.0,3.0,1,0
0,3,0,16,70.98,1,0.0,2014,11,4,5,4,28.999999999999996,70.98,0,0
1,3,1,12,9.568,2,0.2,2013,9,3,3,2,31.250000000000007,4.784,1,0
1,0,2,13,587.97,3,0.0,2014,5,2,2,4,27.0,195.99,0,1
0,1,1,14,454.9,5,0.0,2013,5,2,0,5,0.0,90.97999999999999,0,1
0,1,1,2,35.0,4,0.0,2011,6,2,3,5,30.0,8.75,0,0
0,1,2,0,36.048,3,0.2,2014,5,2,0,4,-2.5,12.016,1,0
1,0,2,13,153.584,2,0.2,2014,8,3,1,2,8.75,76.792,1,0
1,2,1,10,6.264,3,0.2,2014,4,2,2,3,32.5,2.088,1,0
1,1,1,3,6.096,2,0.2,2012,9,3,4,5,33.75,3.048,1,0
1,0,1,1,4.992,3,0.8,2011,7,3,3,4,-260.0,1.664,1,0
0,3,1,12,36.84,3,0.0,2012,2,1,3,5,47.0,12.280000000000001,0,0
2,0,2,0,63.984,2,0.2,2011,6,2,3,4,16.249999999999996,31.992,1,0
0,3,2,0,93.98,2,0.0,2013,5,2,4,5,13.999999999999998,46.99,0,0
0,2,2,13,284.82,1,0.0,2011,6,2,1,2,26.0,284.82,0,1
0,1,1,12,18.98,2,0.0,2014,10,4,4,5,47.0,9.49,0,0
0,2,1,14,142.776,1,0.2,2011,3,1,1,4,12.5,142.776,1,0
1,0,1,12,273.896,7,0.2,2014,7,3,4,3,33.75,39.128,1,1
0,3,2,0,99.6,1,0.0,2012,12,4,4,3,37.0,99.6,0,0
1,2,1,14,98.352,3,0.2,2011,10,4,3,3,-25.0,32.784,1,0
2,3,1,2,5.344,2,0.2,2014,6,2,3,7,13.749999999999998,2.672,1,0
0,2,2,11,32.985,3,0.5,2012,11,4,3,1,-6.000000000000001,10.995,1,0
0,1,1,2,111.104,7,0.2,2013,3,1,4,4,7.500000000000001,15.872,1,0
0,3,0,5,120.712,1,0.2,2011,11,4,3,2,-15.0,120.712,1,0
1,3,1,14,15.84,3,0.0,2011,3,1,2,5,0.0,5.28,0,0
2,0,1,2,39.68,2,0.0,2013,11,4,2,5,41.0,19.84,0,0
1,3,1,12,47.52,9,0.0,2013,8,3,3,7,44.99999999999999,5.28,0,0
1,0,1,12,175.872,4,0.2,2014,12,4,2,2,36.25,43.968,1,0
1,1,1,12,23.68,4,0.2,2014,10,4,0,6,31.25,5.92,1,0
0,2,1,14,387.72,5,0.2,2013,10,4,2,5,-17.5,77.54400000000001,1,1
0,1,1,2,4.16,2,0.2,2013,7,3,1,5,8.75,2.08,1,0
1,1,1,12,11.34,1,0.0,2013,3,1,6,2,49.00000000000001,11.34,0,0
1,1,1,10,17.544,3,0.2,2014,8,3,3,7,33.75,5.848,1,0
1,2,1,2,12.78,3,0.0,2011,1,1,4,1,41.0,4.26,0,0
0,3,1,12,111.96,2,0.0,2013,6,2,1,5,49.0,55.98,0,0
1,0,1,10,9.856,4,0.2,2014,9,3,2,6,35.0,2.464,1,0
0,3,1,10,8.64,3,0.0,2014,12,4,6,5,49.0,2.8800000000000003,0,0
0,1,0,9,29.78,2,0.0,2014,4,2,1,2,26.999999999999996,14.89,0,0
2,1,2,0,47.984,2,0.2,2012,11,4,2,6,-2.5,23.992,1,0
2,3,1,3,12.03,5,0.7,2014,4,2,4,6,-76.66666666666667,2.4059999999999997,1,0
0,3,1,12,67.71,3,0.0,2013,11,4,0,3,48.00000000000001,22.569999999999997,0,0
0,0,1,12,335.52,4,0.2,2012,11,4,2,4,35.0,83.88,1,1
0,3,1,1,541.44,6,0.0,2012,2,1,2,3,28.999999999999993,90.24000000000001,0,1
0,0,0,5,302.67,3,0.0,2014,1,1,4,2,24.0,100.89,0,1
1,1,2,13,716.0,2,0.0,2012,7,3,2,1,27.0,358.0,0,1
0,0,1,3,1.272,2,0.8,2013,3,1,3,5,-170.0,0.636,1,0
1,2,2,0,47.92,2,0.2,2013,5,2,0,3,25.0,23.96,1,0
0,2,1,7,23.472,3,0.2,2011,12,4,0,5,32.5,7.824000000000001,1,0
1,1,2,13,23.976,4,0.4,2013,10,4,3,6,-65.0,5.994,1,0
0,1,1,3,79.056,9,0.2,2012,9,3,2,7,36.25000000000001,8.783999999999999,1,0
2,1,1,12,14.94,3,0.0,2011,12,4,5,7,47.0,4.9799999999999995,0,0
1,2,0,9,10.16,2,0.0,2014,10,4,4,4,34.0,5.08,0,0
0,1,1,2,55.984,2,0.2,2011,10,4,0,0,7.5,27.992,1,0
0,1,0,9,42.85,5,0.0,2014,5,2,1,2,36.0,8.57,0,0
1,0,1,3,171.55,5,0.0,2013,12,4,4,4,47.0,34.31,0,0
0,3,1,12,25.68,6,0.0,2012,5,2,5,4,44.99999999999999,4.28,0,0
0,2,1,2,11.16,2,0.0,2013,5,2,3,3,39.0,5.58,0,0
0,1,1,14,324.9,5,0.0,2013,6,2,0,5,12.000000000000002,64.97999999999999,0,1
1,3,0,5,230.28,3,0.2,2014,8,3,3,2,10.0,76.76,1,1
1,3,2,0,1496.16,9,0.0,2014,8,3,1,4,15.0,166.24,0,1
2,3,1,8,5.0,1,0.0,2012,11,4,3,2,48.0,5.0,0,0
0,2,1,12,97.88,2,0.0,2012,8,3,3,5,50.0,48.94,0,0
0,1,0,5,2254.41,5,0.1,2014,9,3,6,6,16.666666666666668,450.88199999999995,1,1
2,0,1,14,8.72,1,0.2,2014,3,1,2,2,7.5,8.72,1,0
0,1,1,3,13.023,1,0.7,2014,12,4,4,5,-80.0,13.023,1,0
1,3,2,13,52.792,1,0.2,2014,10,4,5,2,8.75,52.792,1,0
0,0,2,13,823.96,5,0.2,2014,10,4,4,5,6.25,164.792,1,1
2,1,1,8,7.16,2,0.0,2014,4,2,4,5,50.0,3.58,0,0
0,0,1,8,5.94,3,0.0,2011,1,1,0,4,0.0,1.9800000000000002,0,0
0,1,1,12,12.28,1,0.0,2014,1,1,0,4,47.0,12.28,0,0
1,3,1,12,131.904,3,0.2,2012,10,4,4,6,36.25,43.967999999999996,1,0
0,2,1,12,10.368,2,0.2,2014,9,3,4,4,35.0,5.184,1,0
1,0,2,13,453.576,3,0.2,2013,12,4,1,3,8.75,151.192,1,1
0,3,0,16,35.544,1,0.2,2012,2,1,5,6,-2.5,35.544,1,0
1,1,1,14,51.968,2,0.2,2012,5,2,1,7,-20.0,25.984,1,0
2,3,1,3,76.776,4,0.7,2014,9,3,0,3,-76.66666666666667,19.194,1,0
1,2,2,13,79.96,5,0.2,2012,3,1,5,4,35.0,15.991999999999999,1,0
1,3,2,11,95.994,2,0.7,2014,11,4,1,1,-66.66666666666667,47.997,1,0
0,1,2,0,59.97,3,0.0,2013,11,4,1,5,25.0,19.99,0,0
0,2,0,16,301.96,2,0.0,2012,11,4,3,7,15.0,150.98,0,1
0,3,0,4,69.576,4,0.7,2012,12,4,1,5,-206.66666666666669,17.394,1,0
2,0,1,7,15.28,2,0.0,2011,6,2,4,4,49.0,7.64,0,0
0,0,1,1,75.6,2,0.8,2011,5,2,2,4,-220.00000000000003,37.8,1,0
1,3,0,16,73.915,1,0.5,2011,9,3,0,5,-62.0,73.915,1,0
0,3,1,14,1325.85,5,0.0,2011,1,1,4,5,18.0,265.16999999999996,0,1
0,1,2,0,132.6,6,0.0,2014,7,3,5,2,13.0,22.099999999999998,0,0
0,3,1,7,21.24,9,0.2,2014,5,2,1,1,35.0,2.36,1,0
1,0,1,10,20.16,4,0.2,2011,9,3,2,5,32.49999999999999,5.04,1,0
0,3,1,14,261.74,2,0.0,2013,9,3,0,7,25.0,130.87,0,1
0,3,1,15,12.88,1,0.0,2012,4,2,4,2,3.0,12.88,0,0
0,1,1,2,59.52,3,0.0,2011,3,1,5,3,25.999999999999996,19.84,0,0
0,0,1,14,435.504,3,0.2,2012,7,3,0,4,11.249999999999998,145.168,1,1
1,1,0,5,462.564,2,0.1,2014,8,3,0,2,21.11111111111111,231.282,1,1
0,3,1,14,21.39,1,0.0,2011,10,4,2,4,28.999999999999996,21.39,0,0
0,1,1,12,5.344,1,0.2,2013,9,3,0,4,35.0,5.344,1,0
1,2,1,3,11.88,2,0.0,2011,5,2,3,2,44.99999999999999,5.94,0,0
1,1,0,5,192.186,3,0.1,2011,12,4,1,3,18.88888888888889,64.062,1,0
1,3,2,13,361.376,2,0.2,2013,11,4,5,4,7.500000000000001,180.688,1,1
0,1,1,1,275.24,4,0.0,2013,6,2,5,2,43.99999999999999,68.81,0,1
2,0,2,6,959.984,2,0.2,2014,3,1,4,0,35.0,479.992,1,1
0,3,1,12,141.76,5,0.2,2012,9,3,2,6,33.75,28.351999999999997,1,0
0,1,2,0,19.04,4,0.2,2014,9,3,4,6,-7.5,4.76,1,0
0,3,1,12,34.24,8,0.0,2013,9,3,0,7,44.99999999999999,4.28,0,0
0,1,2,13,55.188,2,0.4,2011,5,2,0,4,-18.333333333333336,27.594,1,0
0,0,1,3,12.56,2,0.0,2012,10,4,4,5,45.0,6.28,0,0
0,1,0,9,4.656,2,0.2,2014,11,4,4,6,33.75,2.328,1,0
1,0,1,1,48.792,3,0.8,2013,4,2,0,5,-260.0,16.264,1,0
1,0,1,2,55.328,2,0.2,2012,3,1,3,3,11.25,27.664,1,0
2,0,1,12,17.472,3,0.2,2011,5,2,2,4,32.49999999999999,5.824000000000001,1,0
0,3,1,3,55.36,4,0.2,2013,9,3,1,4,33.75,13.84,1,0
0,2,1,12,51.55,5,0.0,2012,1,1,0,4,47.0,10.309999999999999,0,0
1,0,1,1,155.88,6,0.0,2014,8,3,4,5,35.0,25.98,0,0
1,1,0,9,68.704,2,0.2,2011,11,4,1,2,23.75,34.352,1,0
0,0,1,12,186.048,6,0.2,2013,12,4,0,1,36.25000000000001,31.008,1,0
0,1,1,12,110.96,2,0.0,2014,11,4,3,5,48.00000000000001,55.48,0,0
2,3,0,9,23.99,1,0.0,2011,12,4,5,5,23.0,23.99,0,0
1,0,0,4,141.372,2,0.3,2013,12,4,1,1,-10.0,70.686,1,0
0,2,1,12,91.36,5,0.2,2011,8,3,0,2,32.5,18.272,1,0
0,0,0,9,6.24,3,0.0,2014,5,2,4,6,42.0,2.08,0,0
0,3,0,9,24.7,5,0.0,2013,4,2,1,6,42.00000000000001,4.9399999999999995,0,0
1,2,2,6,2999.95,5,0.0,2014,4,2,1,2,48.00000000000001,599.99,0,1
2,2,0,9,27.58,2,0.0,2014,11,4,4,5,42.00000000000001,13.79,0,0
1,0,1,14,45.248,2,0.2,2011,5,2,3,5,8.75,22.624,1,0
1,3,1,2,13.12,4,0.0,2011,7,3,2,3,29.000000000000004,3.28,0,0
0,3,0,5,433.568,2,0.2,2011,10,4,1,2,-15.000000000000002,216.784,1,1
0,2,2,0,34.95,5,0.0,2014,9,3,1,1,43.99999999999999,6.99,0,0
0,3,1,2,5.76,2,0.0,2013,9,3,3,6,29.000000000000004,2.88,0,0
0,1,0,16,366.009,3,0.3,2013,12,4,0,5,-12.85714285714286,122.003,1,1
2,3,1,3,107.648,2,0.2,2011,3,1,0,4,31.25,53.824,1,0
0,3,1,12,13.38,2,0.0,2013,5,2,1,6,46.0,6.69,0,0
0,2,2,0,323.37,3,0.0,2013,6,2,4,1,40.0,107.79,0,1
0,0,0,5,754.45,5,0.0,2013,12,4,0,4,8.0,150.89000000000001,0,1
0,3,1,14,330.4,2,0.0,2011,3,1,2,3,26.0,165.2,0,1
0,3,0,5,242.352,3,0.2,2011,12,4,1,2,-17.5,80.784,1,1
1,3,1,12,12.96,2,0.0,2011,11,4,0,5,47.99999999999999,6.48,0,0
0,3,2,0,44.75,5,0.0,2013,12,4,2,7,19.0,8.95,0,0
0,3,1,14,720.76,4,0.0,2013,11,4,0,3,26.0,180.19,0,1
0,1,1,15,122.71,7,0.0,2014,4,2,3,6,30.000000000000004,17.529999999999998,0,0
0,3,1,3,13.272,3,0.2,2011,2,1,4,3,32.49999999999999,4.424,1,0
0,3,1,2,27.76,4,0.0,2014,11,4,1,3,36.0,6.94,0,0
0,3,1,2,20.96,2,0.0,2012,6,2,0,6,25.0,10.48,0,0
1,0,1,12,10.368,2,0.2,2011,7,3,5,6,35.0,5.184,1,0
2,1,0,9,28.0,4,0.2,2013,9,3,1,3,27.500000000000004,7.0,1,0
1,2,1,7,26.55,9,0.0,2013,5,2,4,4,48.0,2.95,0,0
0,3,0,5,220.96,1,0.2,2014,5,2,4,5,11.25,220.96,1,1
2,1,1,3,10.528,7,0.2,2013,9,3,1,5,35.0,1.504,1,0
0,3,0,16,277.5,4,0.5,2012,8,3,3,4,-68.0,69.375,1,1
1,3,0,16,1128.39,3,0.0,2013,9,3,0,5,23.0,376.13000000000005,0,1
1,2,1,7,33.96,2,0.0,2012,11,4,2,3,50.0,16.98,0,0
0,1,0,5,2563.056,8,0.1,2013,12,4,3,6,12.222222222222223,320.382,1,1
1,2,1,12,50.96,7,0.0,2014,9,3,4,4,48.0,7.28,0,0
1,1,0,9,60.72,3,0.0,2011,12,4,4,5,39.0,20.24,0,0
1,0,2,0,62.31,3,0.0,2011,2,1,0,6,36.0,20.77,0,0
0,3,1,8,10.9,5,0.0,2012,3,1,0,1,32.99999999999999,2.18,0,0
0,0,1,1,29.312,8,0.8,2014,12,4,2,2,-254.99999999999997,3.664,1,0
0,2,1,15,7.632,3,0.2,2011,8,3,0,2,-23.75,2.544,1,0
2,0,1,14,19.86,2,0.0,2011,9,3,2,6,29.000000000000004,9.93,0,0
0,1,2,6,1799.97,5,0.4,2011,5,2,6,2,13.333333333333334,359.994,1,1
0,2,2,0,179.94,6,0.0,2013,6,2,4,1,42.0,29.99,0,0
0,1,1,2,10.71,3,0.0,2012,4,2,1,6,26.0,3.5700000000000003,0,0
2,3,1,12,11.96,2,0.0,2014,1,1,3,5,44.99999999999999,5.98,0,0
0,1,1,8,4.36,2,0.0,2014,9,3,6,6,41.0,2.18,0,0
1,0,1,3,106.05,7,0.0,2013,1,1,1,4,47.0,15.15,0,0
0,0,1,2,31.744,2,0.2,2014,12,4,4,7,7.5,15.872,1,0
2,3,0,9,37.74,3,0.0,2014,1,1,2,3,34.0,12.58,0,0
0,2,1,3,7.506,9,0.7,2013,9,3,0,4,-80.0,0.8340000000000001,1,0
2,3,1,3,6.368,2,0.2,2012,9,3,0,5,33.75,3.184,1,0
2,3,2,0,0.99,1,0.0,2014,10,4,0,2,44.0,0.99,0,0
0,3,0,9,9.24,3,0.0,2011,12,4,0,3,48.0,3.08,0,0
0,3,1,14,243.992,7,0.2,2014,11,4,3,7,12.5,34.856,1,1
0,0,2,0,99.98,2,0.0,2014,3,1,1,7,43.0,49.99,0,0
1,1,1,14,66.96,4,0.0,2011,4,2,4,5,4.0,16.74,0,0
0,3,1,3,21.936,3,0.2,2011,11,4,4,7,37.50000000000001,7.312,1,0
0,3,1,12,35.808,4,0.2,2011,11,4,4,2,35.0,8.952,1,0
1,0,0,16,99.372,2,0.3,2013,3,1,4,4,-1.4285714285714286,49.686,1,0
2,1,1,3,5.742,3,0.7,2011,11,4,3,6,-80.0,1.914,1,0
